gene	geneCat	labelGene	lof_z	wlof
BAZ2B	Other gene (n = 17,031)		7.7322	3.683645712172147
ZFP90	Other gene (n = 17,031)		3.4663	3.68292640273494
ARHGAP19-SLIT1	Other gene (n = 17,031)		1.5082	3.6827173234935953
GABRA4	Other gene (n = 17,031)		3.6199	3.6768137251234823
KLF3	Other gene (n = 17,031)		3.0562	3.6766263141599653
PKD2L1	Other gene (n = 17,031)		0.21312999999999999	3.6760779142239355
THUMPD1	Other gene (n = 17,031)		-0.21072	3.676006978238067
GPR151	Other gene (n = 17,031)		0.22857	3.6759919316604046
ZFHX3	Other gene (n = 17,031)		9.5226	3.6719158948989827
BIN1	Other gene (n = 17,031)		4.4578	3.670998065203466
LPCAT4	Other gene (n = 17,031)		4.1176	3.667431211779159
SLC4A8	Other gene (n = 17,031)		5.814	3.6665739608284884
MUS81	Other gene (n = 17,031)		1.6198	3.6654147124123186
LATS2	Other gene (n = 17,031)		4.7354	3.663375412895632
ANAPC2	Other gene (n = 17,031)		5.2547	3.6625403858077847
BOC	Other gene (n = 17,031)		4.0317	3.6577636964951017
TXNIP	Other gene (n = 17,031)		2.9962	3.650888928168098
WSCD2	Other gene (n = 17,031)		3.9258	3.6488980200475156
CD1A	Other gene (n = 17,031)		-2.5023	3.6464751357616287
RNF20	Other gene (n = 17,031)		3.9945	3.6452761940429497
PYHIN1	Other gene (n = 17,031)		0.74186	3.6423195465781975
RNF219	Other gene (n = 17,031)		2.1111	3.64133210654865
C21orf91	Other gene (n = 17,031)		1.6838	3.6364401058030356
KHNYN	Other gene (n = 17,031)		2.0157	3.630419452418825
RBPJ	Other gene (n = 17,031)		4.7699	3.6260786692230647
ZNF410	Other gene (n = 17,031)		3.6782	3.6235611858100936
TRPC5	Other gene (n = 17,031)		4.7221	3.619348004044252
C9orf41	Other gene (n = 17,031)		2.597	3.611200889048958
ELAC1	Other gene (n = 17,031)		2.8428	3.6107491078771767
UGT8	Other gene (n = 17,031)		2.6969	3.6086144148366555
ITGA2B	Other gene (n = 17,031)		3.1434	3.606992168303594
CDK9	Other gene (n = 17,031)		1.7044	3.6043131787948957
NOP2	Other gene (n = 17,031)		5.3784	3.6023518431838686
ALPPL2	Other gene (n = 17,031)		0.47113	3.5975401986688573
GPR176	Other gene (n = 17,031)		2.1832	3.594668107075756
ZCCHC12	Other gene (n = 17,031)		1.3927	3.591225241627248
AURKA	Other gene (n = 17,031)		3.4993	3.590667349656607
INSRR	Other gene (n = 17,031)		1.8672	3.5889848049193027
KIAA1147	Other gene (n = 17,031)		2.1886	3.5886516137671687
SPECC1	Other gene (n = 17,031)		4.2308	3.5875254344046335
SYT10	Other gene (n = 17,031)		2.4838	3.584873350089184
RIPK2	Other gene (n = 17,031)		3.7278	3.5843208884845197
CBL	Sperm LOF selection gene (n=31)		4.1436	3.5831258186816584
WDR60	Other gene (n = 17,031)		3.66	3.5826087466885865
PRRC1	Other gene (n = 17,031)		0.010526	3.581785480781543
ADCY4	Other gene (n = 17,031)		2.2028	3.580658353998741
SPRED1	Other gene (n = 17,031)		4.0049	3.580638624909136
CNTN6	Other gene (n = 17,031)		0.61986	3.578259814261984
PROSER2	Other gene (n = 17,031)		-0.34733	3.57745408860158
FLVCR2	Other gene (n = 17,031)		1.8151	3.5746109286572274
IFIT5	Other gene (n = 17,031)		1.8264	3.573795199319759
CORIN	Other gene (n = 17,031)		0.13409	3.573624060615822
LRRC31	Other gene (n = 17,031)		2.0598	3.57308822815598
CDC42EP3	Other gene (n = 17,031)		1.6526	3.5699192833938107
ALG10B	Other gene (n = 17,031)		0.50862	3.5683492573446567
ERMAP	Other gene (n = 17,031)		0.96209	3.56452454246941
C3AR1	Other gene (n = 17,031)		-0.01835	3.557093311932779
PTPRD	Other gene (n = 17,031)		8.5174	3.55541732112692
DFNA5	Other gene (n = 17,031)		1.1155	3.55197197920684
PPAT	Other gene (n = 17,031)		4.1968	3.551183774549066
NUDT12	Other gene (n = 17,031)		0.46198	3.54974967008571
SRSF5	Other gene (n = 17,031)		3.14	3.549618662044218
FAN1	Other gene (n = 17,031)		0.88087	3.549381734482669
INTS5	Other gene (n = 17,031)		3.8687	3.5485991155976295
NBPF3	Other gene (n = 17,031)		0.82279	3.5476019809581802
TGFB2	Other gene (n = 17,031)		4.1595	3.5445035598612753
GTF2H1	Other gene (n = 17,031)		4.5336	3.538628597409503
TRPM5	Other gene (n = 17,031)		1.556	3.537872382356406
GNAI1	Other gene (n = 17,031)		3.3203	3.5355611106815026
CCDC39	Other gene (n = 17,031)		2.9269	3.5347896288308305
GDPD4	Other gene (n = 17,031)		1.093	3.532725863146764
CPT1C	Other gene (n = 17,031)		3.2024	3.522981481681497
OCRL	Other gene (n = 17,031)		5.6201	3.5163798609760444
PANK4	Other gene (n = 17,031)		4.8877	3.5120158294411588
SYT14	Other gene (n = 17,031)		4.0784	3.5031867767382625
PTBP1	Other gene (n = 17,031)		4.6299	3.502693408443239
GOLGA3	Other gene (n = 17,031)		5.9799	3.500344329363734
HOMEZ	Other gene (n = 17,031)		2.881	3.4981487785475225
ALG8	Other gene (n = 17,031)		2.3123	3.495311792147546
FOXP4	Other gene (n = 17,031)		4.6409	3.494840211969752
CLK3	Other gene (n = 17,031)		4.092	3.4944127722653913
ARSK	Other gene (n = 17,031)		1.238	3.49395476518881
EME1	Other gene (n = 17,031)		0.63028	3.49258420627766
BCAS3	Other gene (n = 17,031)		4.7995	3.4906940230735852
RRBP1	Other gene (n = 17,031)		3.507	3.489263808753218
SLC17A8	Other gene (n = 17,031)		3.1427	3.4885409270527328
DENND5B	Other gene (n = 17,031)		6.6476	3.488142950243278
CTTNBP2	Other gene (n = 17,031)		4.2346	3.487663785557222
BYSL	Other gene (n = 17,031)		2.2303	3.487641069511579
CS	Other gene (n = 17,031)		4.4184	3.478291909806293
BMX	Other gene (n = 17,031)		3.3109	3.4780894088907597
CSTF1	Other gene (n = 17,031)		3.5521	3.4773210258482936
MEN1	Other gene (n = 17,031)		4.7066	3.47718414728655
FAM155B	Other gene (n = 17,031)		2.621	3.475851956173115
ZNF157	Other gene (n = 17,031)		0.77369	3.4626941186457127
ZNF280A	Other gene (n = 17,031)		-0.17865	3.46189199776523
UBASH3A	Other gene (n = 17,031)		1.9294	3.458917893409426
IDUA	Other gene (n = 17,031)		0.8822	3.4572528478100835
ORC2	Other gene (n = 17,031)		4.3103	3.454347930671397
ZFR	Other gene (n = 17,031)		6.8692	3.4540148002917537
XPO6	Other gene (n = 17,031)		6.9245	3.449291308487247
WNK4	Other gene (n = 17,031)		1.2576	3.449278280334582
BICC1	Other gene (n = 17,031)		5.2432	3.4445853833199145
GFRAL	Other gene (n = 17,031)		0.69825	3.4443312951781158
ATP13A4	Other gene (n = 17,031)		1.9039	3.4437939172704244
EEF1G	Other gene (n = 17,031)		4.6715	3.440398555187926
MTOR	Other gene (n = 17,031)		9.9461	3.4391210273791493
OR5AC2	Other gene (n = 17,031)		0.5652	3.437673306455958
C1orf87	Other gene (n = 17,031)		-1.2364	3.4373636271730317
ELAVL2	Other gene (n = 17,031)		3.6814	3.436580351727182
NLRP1	Other gene (n = 17,031)		2.601	3.4349581542706384
RORA	Other gene (n = 17,031)		4.301	3.434407227387151
HIPK1	Other gene (n = 17,031)		6.4165	3.4342795103471624
CLK2	Other gene (n = 17,031)		5.4454	3.4330605432579264
SLC10A5	Other gene (n = 17,031)		-0.41721	3.4313979040466904
HSPA1L	Other gene (n = 17,031)		0.90791	3.42964908167821
CDH6	Other gene (n = 17,031)		4.7425	3.428153176940436
ABCC6	Other gene (n = 17,031)		1.3596	3.4277916898712135
COL18A1	Other gene (n = 17,031)		4.9429	3.424081665214909
ADAMTS8	Other gene (n = 17,031)		1.9713	3.4227579613821106
SLC16A4	Other gene (n = 17,031)		1.3806	3.422326334665602
LIG3	Other gene (n = 17,031)		3.3922	3.4214494946650373
SMS	Other gene (n = 17,031)		3.4181	3.419691824191011
PPP1R13B	Other gene (n = 17,031)		5.7711	3.4163957120100164
RBMXL1	Other gene (n = 17,031)		1.7473	3.4161637935043645
ADAMTS16	Other gene (n = 17,031)		5.265	3.409456569888526
SHANK1	Other gene (n = 17,031)		7.0668	3.407561858595948
PFKM	Other gene (n = 17,031)		1.7058	3.4034260711729445
MYBBP1A	Other gene (n = 17,031)		0.15388	3.402813622777504
NAE1	Other gene (n = 17,031)		1.8457	3.4007712757610085
CNTLN	Other gene (n = 17,031)		0.16428	3.4003271274014693
MOV10	Other gene (n = 17,031)		5.2029	3.4001288614883456
ANO5	Other gene (n = 17,031)		1.8642	3.3979594944681417
NFIB	Other gene (n = 17,031)		4.5484	3.3979222607942705
PLEKHA8	Other gene (n = 17,031)		1.7423	3.39710207732529
MICAL2	Other gene (n = 17,031)		3.494	3.3951347656807944
RAB3IP	Other gene (n = 17,031)		2.029	3.3945063690488713
PRCC	Other gene (n = 17,031)		3.6222	3.39313831851433
CDHR5	Other gene (n = 17,031)		0.32853	3.3923974729538933
NCOA3	Other gene (n = 17,031)		6.1513	3.385390480699012
OIT3	Other gene (n = 17,031)		0.9647	3.3845502120960966
TP53	Other gene (n = 17,031)		3.2571	3.384518105766674
NCKAP5L	Other gene (n = 17,031)		4.7773	3.3811503330677883
CCNJL	Other gene (n = 17,031)		0.64568	3.3796119752211533
GPR126	Other gene (n = 17,031)		4.8728	3.375316802218419
ST7L	Other gene (n = 17,031)		2.1444	3.3703172735201545
ABHD13	Other gene (n = 17,031)		2.8963	3.3701917841012623
AK5	Other gene (n = 17,031)		3.4264	3.367794702870172
PCYOX1	Other gene (n = 17,031)		-0.17368	3.3675074191569996
RAP1GAP2	Other gene (n = 17,031)		4.9748	3.3661310311882127
OR6Y1	Other gene (n = 17,031)		0.50441	3.363447203914234
FMNL1	Other gene (n = 17,031)		5.8808	3.360022559872193
EEF1D	Other gene (n = 17,031)		2.1952	3.3585126736620228
CHST15	Other gene (n = 17,031)		2.2709	3.358512488823135
GP1BA	Other gene (n = 17,031)		0.46312	3.3583588497491736
DHTKD1	Other gene (n = 17,031)		0.15964	3.356601059674169
RNF148	Other gene (n = 17,031)		0.27356	3.356357440864838
NAA15	Other gene (n = 17,031)		5.4088	3.3560887559799215
BIVM	Other gene (n = 17,031)		2.8663	3.355277080757481
PMPCB	Other gene (n = 17,031)		1.9641	3.351155056751498
ITGAX	Other gene (n = 17,031)		3.3916	3.3467568555169835
UBQLN4	Other gene (n = 17,031)		4.1342	3.3397614602348438
CLCA1	Other gene (n = 17,031)		2.9935	3.3387413829428216
SLC35A2	Other gene (n = 17,031)		2.381	3.3370544010687717
FAT2	Other gene (n = 17,031)		6.3836	3.3367524952799243
UGT1A3	Other gene (n = 17,031)		0.52335	3.336667029306336
TGFB1I1	Other gene (n = 17,031)		3.0709	3.336447767495435
WASF3	Other gene (n = 17,031)		3.2677	3.335658731966872
XKR6	Other gene (n = 17,031)		4.4981	3.334650559803834
NCAPG2	Other gene (n = 17,031)		5.8729	3.3325142436157655
RNF130	Other gene (n = 17,031)		2.2198	3.331916439052353
ZNF780A	Other gene (n = 17,031)		-0.56424	3.33090626638346
ADAMTS6	Other gene (n = 17,031)		6.5861	3.3295634239816363
CEACAM5	Other gene (n = 17,031)		1.6053	3.32612260518762
SLC15A5	Other gene (n = 17,031)		0.93588	3.322757676435262
FSD2	Other gene (n = 17,031)		0.27549	3.3203222065464
COLGALT2	Other gene (n = 17,031)		1.9425	3.318372915202558
ZSCAN10	Other gene (n = 17,031)		2.5748	3.314196011332015
PLEKHH1	Other gene (n = 17,031)		4.71	3.309993606412242
TBC1D4	Other gene (n = 17,031)		2.1137	3.307664048284196
KDM5C	Sperm LOF selection gene (n=31)		6.3789	3.307411696825278
SEC16B	Other gene (n = 17,031)		1.7973	3.3034449399076586
ACAP3	Other gene (n = 17,031)		3.7271	3.3016272085227354
NES	Other gene (n = 17,031)		4.2956	3.2993943754678243
DAAM1	Other gene (n = 17,031)		6.1162	3.2979157401524297
HNRNPF	Other gene (n = 17,031)		2.9822	3.2973205000405637
FBXL19	Other gene (n = 17,031)		5.0476	3.2968530610489535
SMC1B	Other gene (n = 17,031)		5.9218	3.2957564288136894
MCC	Other gene (n = 17,031)		2.5178	3.2956292119311756
MARS	Other gene (n = 17,031)		2.9109	3.2951693703012386
HCN3	Other gene (n = 17,031)		2.5723	3.295152759216862
B3GALNT2	Other gene (n = 17,031)		2.1962	3.293425015177826
ERI2	Other gene (n = 17,031)		1.6625	3.2922483244624314
LPPR3	Other gene (n = 17,031)		2.2567	3.2888650393423706
RBM15	Other gene (n = 17,031)		4.6965	3.2877318374650537
SLC12A6	Other gene (n = 17,031)		5.4859	3.287421349511676
GATA3	Other gene (n = 17,031)		3.2708	3.2840628170913115
GGA1	Other gene (n = 17,031)		5.0004	3.2815543927594586
SLC19A2	Other gene (n = 17,031)		2.3615	3.2789785132778735
EIF5	Other gene (n = 17,031)		3.9588	3.276619405733165
LAMC3	Other gene (n = 17,031)		2.6745	3.2755571743894776
MYLIP	Other gene (n = 17,031)		3.0588	3.274301484347706
STAT2	Other gene (n = 17,031)		5.6457	3.271188489251826
FAM124A	Other gene (n = 17,031)		0.25181	3.2680948109293655
RSL1D1	Other gene (n = 17,031)		1.5445	3.2645756967359656
KCNU1	Other gene (n = 17,031)		2.6972	3.2639248441878825
PDGFRA	Other gene (n = 17,031)		6.3088	3.2624589965284714
FAM83B	Other gene (n = 17,031)		3.1847	3.2623534998618515
ZNF627	Other gene (n = 17,031)		1.4801	3.261686282464685
PLCD3	Other gene (n = 17,031)		2.3439	3.2597771124298895
HTR1E	Other gene (n = 17,031)		1.9841	3.257836701675706
MAGEB18	Other gene (n = 17,031)		-0.28441	3.254532030896317
SKIV2L	Other gene (n = 17,031)		2.3721	3.252457723394659
GRIN2B	Other gene (n = 17,031)		6.483	3.2509697427243762
MYEF2	Other gene (n = 17,031)		4.2804	3.2495806177988475
MET	Other gene (n = 17,031)		6.0064	3.2493856204659886
STON1-GTF2A1L	Other gene (n = 17,031)		1.0318	3.2472773471711314
JAK3	Other gene (n = 17,031)		4.3405	3.245707103146491
NRXN1	Other gene (n = 17,031)		6.4423	3.2404557647133667
PNN	Other gene (n = 17,031)		4.1424	3.2310356367706277
MAP1S	Other gene (n = 17,031)		3.7603	3.2308090219962393
RAB3GAP1	Other gene (n = 17,031)		4.4977	3.22829496614719
XIRP2	Other gene (n = 17,031)		2.2184	3.2267910938526616
PTCHD3	Other gene (n = 17,031)		0.86747	3.2250405054164055
C9	Other gene (n = 17,031)		-0.69566	3.2243735195674392
ALG10	Other gene (n = 17,031)		0.98471	3.2226510265244035
PPIP5K2	Other gene (n = 17,031)		2.7776	3.220093999264114
PIP5K1C	Other gene (n = 17,031)		4.5745	3.2173214153506717
ADRA2A	Other gene (n = 17,031)		1.0793	3.217218373534287
TCHH	Other gene (n = 17,031)		1.6763	3.216509463601999
LAMB4	Other gene (n = 17,031)		1.4772	3.2151651703600796
FAM208B	Other gene (n = 17,031)		6.6925	3.2072394888655325
CTNNA2	Other gene (n = 17,031)		4.821	3.2066920357435222
PTCH1	Other gene (n = 17,031)		7.2534	3.2045425517628003
SEMA3D	Other gene (n = 17,031)		3.3737	3.202285769000128
ARID1B	Other gene (n = 17,031)		8.4054	3.194725081255357
NTN1	Other gene (n = 17,031)		4.0837	3.1947183411874422
SUCLG2	Other gene (n = 17,031)		-0.12903	3.1927689914564437
CHTF8	Other gene (n = 17,031)		2.2377	3.19196491069702
CHTF8	Other gene (n = 17,031)		1.5979	3.19196491069702
VPS11	Other gene (n = 17,031)		4.0944	3.191211097946014
ATXN7L2	Other gene (n = 17,031)		3.8146	3.1894662740240287
USP15	Other gene (n = 17,031)		6.2026	3.1799335384904754
UNC13D	Other gene (n = 17,031)		3.0876	3.1774095838048404
DENND3	Other gene (n = 17,031)		3.6496	3.176099801026673
PRSS23	Other gene (n = 17,031)		1.558	3.1742559083954935
C4BPA	Other gene (n = 17,031)		3.8046	3.173064692195837
SLC45A2	Other gene (n = 17,031)		1.5311	3.1715403303051533
ATRX	Other gene (n = 17,031)		8.2247	3.1702736170746895
NID2	Other gene (n = 17,031)		4.4473	3.1680803057214666
ABCA1	Other gene (n = 17,031)		6.2257	3.167754417778865
FIP1L1	Other gene (n = 17,031)		4.7193	3.1652598100388607
RMDN2	Other gene (n = 17,031)		-0.81307	3.162434665132275
TOX4	Other gene (n = 17,031)		4.1469	3.161125540825951
FCAMR	Other gene (n = 17,031)		0.93982	3.1607811525568215
ST18	Other gene (n = 17,031)		5.5622	3.1575864145992756
PSMD2	Other gene (n = 17,031)		6.1691	3.155973754436016
TMC3	Other gene (n = 17,031)		1.3534	3.152615850363043
ME3	Other gene (n = 17,031)		1.2359	3.1504919192161838
ATP1A1	Other gene (n = 17,031)		6.4263	3.14773343179579
DET1	Other gene (n = 17,031)		3.4607	3.146322387746937
SERINC4	Other gene (n = 17,031)		-0.15549	3.1463087501958342
GABRG2	Other gene (n = 17,031)		3.8567	3.145919979484268
MEX3B	Other gene (n = 17,031)		2.5106	3.1424859954045536
BTBD7	Other gene (n = 17,031)		4.2505	3.142330721591601
GPR174	Other gene (n = 17,031)		2.2173	3.141848020684226
ASTN2	Other gene (n = 17,031)		6.1231	3.1395537690810476
OAS2	Other gene (n = 17,031)		0.36468	3.137850158629301
DEK	Other gene (n = 17,031)		2.913	3.13755654257572
ZNF597	Other gene (n = 17,031)		1.6027	3.1307496344293635
MAP9	Other gene (n = 17,031)		0.73664	3.1288414636341306
CELF1	Other gene (n = 17,031)		4.7081	3.127800027523829
INO80	Other gene (n = 17,031)		8.7817	3.1256843041231206
ZNF800	Other gene (n = 17,031)		4.8578	3.1224009749911557
EIF4G2	Other gene (n = 17,031)		6.7863	3.121401052380276
ZNF22	Other gene (n = 17,031)		0.93806	3.1196038437765923
ZNF710	Other gene (n = 17,031)		4.0222	3.1179135784668404
LLGL2	Other gene (n = 17,031)		3.2749	3.1159210164269298
OLFM4	Other gene (n = 17,031)		1.2602	3.1146497019374197
TDRD5	Other gene (n = 17,031)		5.6357	3.1137173005843914
TLL1	Other gene (n = 17,031)		5.4362	3.106196472638163
PPP1R18	Other gene (n = 17,031)		2.824	3.1059685587503165
PRRC2C	Other gene (n = 17,031)		10.187	3.104024254061641
BRCA1	Other gene (n = 17,031)		2.1613	3.0992702644522283
COL20A1	Other gene (n = 17,031)		0.18862	3.0961194488935906
EBF3	Other gene (n = 17,031)		5.0503	3.0957834456424593
PTGS2	Other gene (n = 17,031)		4.5221	3.0940870578544657
E4F1	Other gene (n = 17,031)		3.7538	3.092220289579819
MAP3K6	Other gene (n = 17,031)		3.0527	3.0882977000794702
CEP135	Other gene (n = 17,031)		2.874	3.0873070158077387
SEPT10	Other gene (n = 17,031)		0.95332	3.0842614816531855
AOC1	Other gene (n = 17,031)		1.6789	3.0834705067937818
XPO4	Other gene (n = 17,031)		6.9643	3.082132228155311
CLIP1	Other gene (n = 17,031)		6.0726	3.078530770839621
KLHL9	Other gene (n = 17,031)		3.3813	3.075529755164864
IGDCC3	Other gene (n = 17,031)		2.584	3.0752564467728063
DYNC1I2	Other gene (n = 17,031)		2.6552	3.0729832676436226
SAMD8	Other gene (n = 17,031)		2.4705	3.072967972390838
ZNF69	Other gene (n = 17,031)		-0.67547	3.07137516668869
RBBP5	Other gene (n = 17,031)		5.0223	3.0713131538189202
ZMYM6	Other gene (n = 17,031)		3.4715	3.0630916260239247
GGN	Other gene (n = 17,031)		2.0283	3.0602841015282154
AKAP9	Other gene (n = 17,031)		9.0578	3.056653303743178
MED26	Other gene (n = 17,031)		3.5425	3.0542462068517384
ZNF114	Other gene (n = 17,031)		0.035527	3.052773161389457
AKNAD1	Other gene (n = 17,031)		0.38907	3.0502025752351685
ADAR	Other gene (n = 17,031)		4.7835	3.0453450011737093
RAPGEF3	Other gene (n = 17,031)		1.8545	3.0441790320090023
VEZF1	Other gene (n = 17,031)		3.9075	3.0435789491914624
TONSL	Other gene (n = 17,031)		3.5375	3.0389895897108508
DYSF	Other gene (n = 17,031)		4.0141	3.0374110165026216
ILK	Other gene (n = 17,031)		2.7067	3.035110884741907
NTN4	Other gene (n = 17,031)		4.4861	3.0348301280669108
PELP1	Other gene (n = 17,031)		5.5623	3.033536795006129
DHX16	Other gene (n = 17,031)		3.96	3.0318032130492907
LRP10	Other gene (n = 17,031)		1.9975	3.028468991439443
SLC12A4	Other gene (n = 17,031)		3.4802	3.0265056515682596
EIF3D	Other gene (n = 17,031)		5.0513	3.024556416977517
XPO7	Other gene (n = 17,031)		7.0992	3.023884517551307
EMC1	Other gene (n = 17,031)		1.4928	3.021610239470527
ADAM21	Other gene (n = 17,031)		0.13987	3.021321658184742
PPEF1	Other gene (n = 17,031)		4.2221	3.010815494377022
KIF24	Other gene (n = 17,031)		2.2303	3.007459415225156
SLC16A9	Other gene (n = 17,031)		2.581	3.006660004742114
TSTD2	Other gene (n = 17,031)		0.83609	2.9997034724215927
FRMD3	Other gene (n = 17,031)		3.8661	2.9991012379850583
POLH	Other gene (n = 17,031)		2.3018	2.9977230164335893
AQR	Other gene (n = 17,031)		7.3422	2.995335508048549
STARD9	Other gene (n = 17,031)		5.7253	2.9950837926185727
NUP133	Other gene (n = 17,031)		5.1651	2.9940889681603897
SLC39A12	Other gene (n = 17,031)		2.5727	2.9939955317252456
VPS51	Other gene (n = 17,031)		1.8687	2.993034583050539
ADAM7	Other gene (n = 17,031)		1.3798	2.987341974133524
LRP2	Other gene (n = 17,031)		11.568	2.987125326235119
PLXNA1	Other gene (n = 17,031)		7.2148	2.986097842082233
OTOL1	Other gene (n = 17,031)		-1.0928	2.9848789961762963
SIX5	Other gene (n = 17,031)		2.1149	2.9840689604149855
SEMA4A	Other gene (n = 17,031)		3.1928	2.983777952903104
VWA7	Other gene (n = 17,031)		2.204	2.9834730266029683
TRAM1L1	Other gene (n = 17,031)		0.9048	2.9823525158266744
ZNF713	Other gene (n = 17,031)		1.4354	2.9813887872037466
THOP1	Other gene (n = 17,031)		3.087	2.9795062049691867
PUS3	Other gene (n = 17,031)		1.1633	2.9740555356630423
DPYSL2	Other gene (n = 17,031)		4.41	2.973900159948254
NLRP2	Other gene (n = 17,031)		-1.1337	2.973264948228934
BAG5	Other gene (n = 17,031)		1.1	2.969827242781694
BRD2	Other gene (n = 17,031)		5.0532	2.9676058185812444
HSPA12A	Other gene (n = 17,031)		4.4239	2.9667310186114157
SLC30A1	Other gene (n = 17,031)		3.3153	2.964837825539442
RIPK4	Other gene (n = 17,031)		3.1453	2.9618089172220476
CCNA2	Other gene (n = 17,031)		4.4067	2.9600019677891773
ACADVL	Other gene (n = 17,031)		1.318	2.959044366443753
ZNF44	Other gene (n = 17,031)		1.0474	2.9589255857015284
SYNPO2	Other gene (n = 17,031)		3.5744	2.958134659270458
SARDH	Other gene (n = 17,031)		2.2306	2.957923500369387
IFT74	Other gene (n = 17,031)		2.1681	2.957252025732504
BRCA2	Other gene (n = 17,031)		4.9203	2.9560557891467374
FUT10	Other gene (n = 17,031)		1.2576	2.953775166521358
SLK	Other gene (n = 17,031)		5.8395	2.9536545474990104
